Number Passengers,airport_1,airport_2,start_lat,start_lon,end_lat,end_lon,Year
128,MA,TO,-2.55,-44.3,-10.25,-48.25,2016
52,MG,MS,-18.1,-44.38,-20.51,-54.54,2016
69520,MG,MT,-18.1,-44.38,-12.64,-55.42,2016
272270,MG,PA,-18.1,-44.38,-5.53,-52.29,2016
10164,MG,PB,-18.1,-44.38,-7.06,-35.55,2016
270419,MG,PE,-18.1,-44.38,-8.28,-35.07,2016
16998,MG,PI,-18.1,-44.38,-8.28,-43.68,2016
99465,MG,PR,-18.1,-44.38,-24.89,-51.55,2016
1344283,MG,RJ,-18.1,-44.38,-22.84,-43.15,2016
50049,MG,RN,-18.1,-44.38,-5.22,-36.52,2016
24227,MG,RO,-18.1,-44.38,-11.22,-62.8,2016
78254,MG,RS,-18.1,-44.38,-30.01,-51.22,2016
4884,MG,SC,-18.1,-44.38,-27.33,-49.44,2016
4313,MG,SE,-18.1,-44.38,-10.9,-37.07,2016
4556092,MG,SP,-18.1,-44.38,-23.55,-46.64,2016
10536,MG,TO,-18.1,-44.38,-10.25,-48.25,2016
113396,MS,MT,-20.51,-54.54,-12.64,-55.42,2016
36713,MS,PR,-20.51,-54.54,-24.89,-51.55,2016
17881,MS,RJ,-20.51,-54.54,-22.84,-43.15,2016
5005,MS,RO,-20.51,-54.54,-11.22,-62.8,2016
6459,MS,RS,-20.51,-54.54,-30.01,-51.22,2016
1171400,MS,SP,-20.51,-54.54,-23.55,-46.64,2016
1134,MT,PE,-12.64,-55.42,-8.28,-35.07,2016
84279,MT,PR,-12.64,-55.42,-24.89,-51.55,2016
58447,MT,RJ,-12.64,-55.42,-22.84,-43.15,2016
241624,MT,RO,-12.64,-55.42,-11.22,-62.8,2016
11414,MT,RS,-12.64,-55.42,-30.01,-51.22,2016
1215649,MT,SP,-12.64,-55.42,-23.55,-46.64,2016
59666,PA,PE,-5.53,-52.29,-8.28,-35.07,2016
1768,PA,PI,-5.53,-52.29,-8.28,-43.68,2016
492,PA,PR,-5.53,-52.29,-24.89,-51.55,2016
255470,PA,RJ,-5.53,-52.29,-22.84,-43.15,2016
2527,PA,RN,-5.53,-52.29,-5.22,-36.52,2016
7886,PA,RO,-5.53,-52.29,-11.22,-62.8,2016
290,PA,RR,-5.53,-52.29,1.89,-61.22,2016
600,PA,SE,-5.53,-52.29,-10.9,-37.07,2016
566480,PA,SP,-5.53,-52.29,-23.55,-46.64,2016
14,PA,TO,-5.53,-52.29,-10.25,-48.25,2016
78623,PB,PE,-7.06,-35.55,-8.28,-35.07,2016
364,PB,PI,-7.06,-35.55,-8.28,-43.68,2016
472009,PB,RJ,-7.06,-35.55,-22.84,-43.15,2016
87,PB,RN,-7.06,-35.55,-5.22,-36.52,2016
555480,PB,SP,-7.06,-35.55,-23.55,-46.64,2016
76671,PE,PI,-8.28,-35.07,-8.28,-43.68,2016
11032,PE,PR,-8.28,-35.07,-24.89,-51.55,2016
836877,PE,RJ,-8.28,-35.07,-22.84,-43.15,2016
157102,PE,RN,-8.28,-35.07,-5.22,-36.52,2016
147,PE,RO,-8.28,-35.07,-11.22,-62.8,2016
17700,PE,RS,-8.28,-35.07,-30.01,-51.22,2016
80930,PE,SE,-8.28,-35.07,-10.9,-37.07,2016
2511233,PE,SP,-8.28,-35.07,-23.55,-46.64,2016
61050,PI,RJ,-8.28,-43.68,-22.84,-43.15,2016
314636,PI,SP,-8.28,-43.68,-23.55,-46.64,2016
126,PI,TO,-8.28,-43.68,-10.25,-48.25,2016
1294380,PR,RJ,-24.89,-51.55,-22.84,-43.15,2016
954,PR,RN,-24.89,-51.55,-5.22,-36.52,2016
7751,PR,RO,-24.89,-51.55,-11.22,-62.8,2016
632923,PR,RS,-24.89,-51.55,-30.01,-51.22,2016
5128,PR,SC,-24.89,-51.55,-27.33,-49.44,2016
5631776,PR,SP,-24.89,-51.55,-23.55,-46.64,2016
446683,RJ,RN,-22.84,-43.15,-5.22,-36.52,2016
2052,RJ,RO,-22.84,-43.15,-11.22,-62.8,2016
3142,RJ,RR,-22.84,-43.15,1.89,-61.22,2016
1224977,RJ,RS,-22.84,-43.15,-30.01,-51.22,2016
576023,RJ,SC,-22.84,-43.15,-27.33,-49.44,2016
218323,RJ,SE,-22.84,-43.15,-10.9,-37.07,2016
8078635,RJ,SP,-22.84,-43.15,-23.55,-46.64,2016
22,RJ,TO,-22.84,-43.15,-10.25,-48.25,2016
1734,RN,RS,-5.22,-36.52,-30.01,-51.22,2016
1107,RN,SE,-5.22,-36.52,-10.9,-37.07,2016
865119,RN,SP,-5.22,-36.52,-23.55,-46.64,2016
725,RO,RS,-11.22,-62.8,-30.01,-51.22,2016
53299,RO,SP,-11.22,-62.8,-23.55,-46.64,2016
18942,RR,SP,1.89,-61.22,-23.55,-46.64,2016
397142,RS,SC,-30.01,-51.22,-27.33,-49.44,2016
4386293,RS,SP,-30.01,-51.22,-23.55,-46.64,2016
4047227,SC,SP,-27.33,-49.44,-23.55,-46.64,2016
626800,SE,SP,-10.9,-37.07,-23.55,-46.64,2016
210214,SP,TO,-23.55,-46.64,-10.25,-48.25,2016
25406,AC,AM,-8.77,-70.55,-3.07,-61.66,2017
243924,AC,DF,-8.77,-70.55,-15.83,-47.86,2017
239,AC,PA,-8.77,-70.55,-5.53,-52.29,2017
49182,AC,RO,-8.77,-70.55,-11.22,-62.8,2017
4439,AC,SP,-8.77,-70.55,-23.55,-46.64,2017
100250,AL,BA,-9.71,-35.73,-12.96,-38.51,2017
162,AL,CE,-9.71,-35.73,-3.71,-38.54,2017
348137,AL,DF,-9.71,-35.73,-15.83,-47.86,2017
513,AL,ES,-9.71,-35.73,-19.19,-40.34,2017
4461,AL,GO,-9.71,-35.73,-16.64,-49.31,2017
63276,AL,MG,-9.71,-35.73,-18.1,-44.38,2017
536,AL,MS,-9.71,-35.73,-20.51,-54.54,2017
3351,AL,MT,-9.71,-35.73,-12.64,-55.42,2017
122063,AL,PE,-9.71,-35.73,-8.28,-35.07,2017
5577,AL,PR,-9.71,-35.73,-24.89,-51.55,2017
281674,AL,RJ,-9.71,-35.73,-22.84,-43.15,2017
694,AL,RN,-9.71,-35.73,-5.22,-36.52,2017
9002,AL,RS,-9.71,-35.73,-30.01,-51.22,2017
25,AL,SC,-9.71,-35.73,-27.33,-49.44,2017
346,AL,SE,-9.71,-35.73,-10.9,-37.07,2017
1065466,AL,SP,-9.71,-35.73,-23.55,-46.64,2017
888,AM,BA,-3.07,-61.66,-12.96,-38.51,2017
197920,AM,CE,-3.07,-61.66,-3.71,-38.54,2017
488975,AM,DF,-3.07,-61.66,-15.83,-47.86,2017
1087,AM,MA,-3.07,-61.66,-2.55,-44.3,2017
2466,AM,MG,-3.07,-61.66,-18.1,-44.38,2017
10916,AM,MT,-3.07,-61.66,-12.64,-55.42,2017
370728,AM,PA,-3.07,-61.66,-5.53,-52.29,2017
2854,AM,PE,-3.07,-61.66,-8.28,-35.07,2017
220690,AM,RJ,-3.07,-61.66,-22.84,-43.15,2017
171012,AM,RO,-3.07,-61.66,-11.22,-62.8,2017
81053,AM,RR,-3.07,-61.66,1.89,-61.22,2017
131,AM,RS,-3.07,-61.66,-30.01,-51.22,2017
680599,AM,SP,-3.07,-61.66,-23.55,-46.64,2017
3219,AP,CE,1.41,-51.77,-3.71,-38.54,2017
144149,AP,DF,1.41,-51.77,-15.83,-47.86,2017
2080,AP,MA,1.41,-51.77,-2.55,-44.3,2017
3659,AP,MG,1.41,-51.77,-18.1,-44.38,2017
396519,AP,PA,1.41,-51.77,-5.53,-52.29,2017
939,AP,PE,1.41,-51.77,-8.28,-35.07,2017
10263,AP,SP,1.41,-51.77,-23.55,-46.64,2017
1,AP,TO,1.41,-51.77,-10.25,-48.25,2017
360229,BA,CE,-12.96,-38.51,-3.71,-38.54,2017
1015678,BA,DF,-12.96,-38.51,-15.83,-47.86,2017
97211,BA,ES,-12.96,-38.51,-19.19,-40.34,2017
41966,BA,GO,-12.96,-38.51,-16.64,-49.31,2017
887,BA,MA,-12.96,-38.51,-2.55,-44.3,2017
1085832,BA,MG,-12.96,-38.51,-18.1,-44.38,2017
321,BA,MS,-12.96,-38.51,-20.51,-54.54,2017
5191,BA,MT,-12.96,-38.51,-12.64,-55.42,2017
1285,BA,PA,-12.96,-38.51,-5.53,-52.29,2017
1276,BA,PB,-12.96,-38.51,-7.06,-35.55,2017
686414,BA,PE,-12.96,-38.51,-8.28,-35.07,2017
190,BA,PI,-12.96,-38.51,-8.28,-43.68,2017
34982,BA,PR,-12.96,-38.51,-24.89,-51.55,2017
1216468,BA,RJ,-12.96,-38.51,-22.84,-43.15,2017
81478,BA,RN,-12.96,-38.51,-5.22,-36.52,2017
49955,BA,RS,-12.96,-38.51,-30.01,-51.22,2017
3289,BA,SC,-12.96,-38.51,-27.33,-49.44,2017
80038,BA,SE,-12.96,-38.51,-10.9,-37.07,2017
4009210,BA,SP,-12.96,-38.51,-23.55,-46.64,2017
767021,CE,DF,-3.71,-38.54,-15.83,-47.86,2017
3858,CE,ES,-3.71,-38.54,-19.19,-40.34,2017
3707,CE,GO,-3.71,-38.54,-16.64,-49.31,2017
216548,CE,MA,-3.71,-38.54,-2.55,-44.3,2017
86641,CE,MG,-3.71,-38.54,-18.1,-44.38,2017
5095,CE,MT,-3.71,-38.54,-12.64,-55.42,2017
310512,CE,PA,-3.71,-38.54,-5.53,-52.29,2017
621663,CE,PE,-3.71,-38.54,-8.28,-35.07,2017
136171,CE,PI,-3.71,-38.54,-8.28,-43.68,2017
12492,CE,PR,-3.71,-38.54,-24.89,-51.55,2017
832179,CE,RJ,-3.71,-38.54,-22.84,-43.15,2017
145062,CE,RN,-3.71,-38.54,-5.22,-36.52,2017
3557,CE,RO,-3.71,-38.54,-11.22,-62.8,2017
18255,CE,RS,-3.71,-38.54,-30.01,-51.22,2017
2166567,CE,SP,-3.71,-38.54,-23.55,-46.64,2017
164582,DF,ES,-15.83,-47.86,-19.19,-40.34,2017
407870,DF,GO,-15.83,-47.86,-16.64,-49.31,2017
477420,DF,MA,-15.83,-47.86,-2.55,-44.3,2017
902172,DF,MG,-15.83,-47.86,-18.1,-44.38,2017
290134,DF,MS,-15.83,-47.86,-20.51,-54.54,2017
591604,DF,MT,-15.83,-47.86,-12.64,-55.42,2017
699039,DF,PA,-15.83,-47.86,-5.53,-52.29,2017
299551,DF,PB,-15.83,-47.86,-7.06,-35.55,2017
663886,DF,PE,-15.83,-47.86,-8.28,-35.07,2017
338148,DF,PI,-15.83,-47.86,-8.28,-43.68,2017
520481,DF,PR,-15.83,-47.86,-24.89,-51.55,2017
1878833,DF,RJ,-15.83,-47.86,-22.84,-43.15,2017
401653,DF,RN,-15.83,-47.86,-5.22,-36.52,2017
331466,DF,RO,-15.83,-47.86,-11.22,-62.8,2017
177622,DF,RR,-15.83,-47.86,1.89,-61.22,2017
486316,DF,RS,-15.83,-47.86,-30.01,-51.22,2017
202065,DF,SC,-15.83,-47.86,-27.33,-49.44,2017
112388,DF,SE,-15.83,-47.86,-10.9,-37.07,2017
3856331,DF,SP,-15.83,-47.86,-23.55,-46.64,2017
277788,DF,TO,-15.83,-47.86,-10.25,-48.25,2017
426831,ES,MG,-19.19,-40.34,-18.1,-44.38,2017
263,ES,MT,-19.19,-40.34,-12.64,-55.42,2017
2812,ES,PE,-19.19,-40.34,-8.28,-35.07,2017
77,ES,PR,-19.19,-40.34,-24.89,-51.55,2017
884686,ES,RJ,-19.19,-40.34,-22.84,-43.15,2017
496,ES,RN,-19.19,-40.34,-5.22,-36.52,2017
97,ES,RO,-19.19,-40.34,-11.22,-62.8,2017
2104,ES,RS,-19.19,-40.34,-30.01,-51.22,2017
475,ES,SC,-19.19,-40.34,-27.33,-49.44,2017
1297884,ES,SP,-19.19,-40.34,-23.55,-46.64,2017
204208,GO,MG,-16.64,-49.31,-18.1,-44.38,2017
15344,GO,MS,-16.64,-49.31,-20.51,-54.54,2017
113810,GO,MT,-16.64,-49.31,-12.64,-55.42,2017
442,GO,PA,-16.64,-49.31,-5.53,-52.29,2017
49772,GO,PE,-16.64,-49.31,-8.28,-35.07,2017
7817,GO,PR,-16.64,-49.31,-24.89,-51.55,2017
135979,GO,RJ,-16.64,-49.31,-22.84,-43.15,2017
5762,GO,RN,-16.64,-49.31,-5.22,-36.52,2017
44,GO,RO,-16.64,-49.31,-11.22,-62.8,2017
11685,GO,RS,-16.64,-49.31,-30.01,-51.22,2017
225,GO,SC,-16.64,-49.31,-27.33,-49.44,2017
29,GO,SE,-16.64,-49.31,-10.9,-37.07,2017
1993417,GO,SP,-16.64,-49.31,-23.55,-46.64,2017
132598,GO,TO,-16.64,-49.31,-10.25,-48.25,2017
83177,MA,MG,-2.55,-44.3,-18.1,-44.38,2017
143745,MA,PA,-2.55,-44.3,-5.53,-52.29,2017
115923,MA,PE,-2.55,-44.3,-8.28,-35.07,2017
36034,MA,PI,-2.55,-44.3,-8.28,-43.68,2017
783,MA,PR,-2.55,-44.3,-24.89,-51.55,2017
208392,MA,RJ,-2.55,-44.3,-22.84,-43.15,2017
443,MA,RS,-2.55,-44.3,-30.01,-51.22,2017
399779,MA,SP,-2.55,-44.3,-23.55,-46.64,2017
586,MG,MS,-18.1,-44.38,-20.51,-54.54,2017
70152,MG,MT,-18.1,-44.38,-12.64,-55.42,2017
256252,MG,PA,-18.1,-44.38,-5.53,-52.29,2017
11601,MG,PB,-18.1,-44.38,-7.06,-35.55,2017
352026,MG,PE,-18.1,-44.38,-8.28,-35.07,2017
2095,MG,PI,-18.1,-44.38,-8.28,-43.68,2017
85483,MG,PR,-18.1,-44.38,-24.89,-51.55,2017
1325230,MG,RJ,-18.1,-44.38,-22.84,-43.15,2017
52374,MG,RN,-18.1,-44.38,-5.22,-36.52,2017
42970,MG,RO,-18.1,-44.38,-11.22,-62.8,2017
64004,MG,RS,-18.1,-44.38,-30.01,-51.22,2017
2387,MG,SC,-18.1,-44.38,-27.33,-49.44,2017
2839,MG,SE,-18.1,-44.38,-10.9,-37.07,2017
4715119,MG,SP,-18.1,-44.38,-23.55,-46.64,2017
6365,MG,TO,-18.1,-44.38,-10.25,-48.25,2017
119236,MS,MT,-20.51,-54.54,-12.64,-55.42,2017
3445,MS,PE,-20.51,-54.54,-8.28,-35.07,2017
43517,MS,PR,-20.51,-54.54,-24.89,-51.55,2017
3133,MS,RJ,-20.51,-54.54,-22.84,-43.15,2017
4060,MS,RO,-20.51,-54.54,-11.22,-62.8,2017
2591,MS,RS,-20.51,-54.54,-30.01,-51.22,2017
1176420,MS,SP,-20.51,-54.54,-23.55,-46.64,2017
1780,MT,PA,-12.64,-55.42,-5.53,-52.29,2017
35,MT,PB,-12.64,-55.42,-7.06,-35.55,2017
2540,MT,PE,-12.64,-55.42,-8.28,-35.07,2017
159,MT,PI,-12.64,-55.42,-8.28,-43.68,2017
100635,MT,PR,-12.64,-55.42,-24.89,-51.55,2017
26314,MT,RJ,-12.64,-55.42,-22.84,-43.15,2017
16,MT,RN,-12.64,-55.42,-5.22,-36.52,2017
239721,MT,RO,-12.64,-55.42,-11.22,-62.8,2017
19147,MT,RS,-12.64,-55.42,-30.01,-51.22,2017
9,MT,SE,-12.64,-55.42,-10.9,-37.07,2017
1291659,MT,SP,-12.64,-55.42,-23.55,-46.64,2017
87905,PA,PE,-5.53,-52.29,-8.28,-35.07,2017
927,PA,PI,-5.53,-52.29,-8.28,-43.68,2017
296864,PA,RJ,-5.53,-52.29,-22.84,-43.15,2017
827,PA,RO,-5.53,-52.29,-11.22,-62.8,2017
11,PA,RR,-5.53,-52.29,1.89,-61.22,2017
115,PA,RS,-5.53,-52.29,-30.01,-51.22,2017
377,PA,SE,-5.53,-52.29,-10.9,-37.07,2017
536534,PA,SP,-5.53,-52.29,-23.55,-46.64,2017
1,PA,TO,-5.53,-52.29,-10.25,-48.25,2017
126006,PB,PE,-7.06,-35.55,-8.28,-35.07,2017
268,PB,PR,-7.06,-35.55,-24.89,-51.55,2017
455069,PB,RJ,-7.06,-35.55,-22.84,-43.15,2017
600342,PB,SP,-7.06,-35.55,-23.55,-46.64,2017
97316,PE,PI,-8.28,-35.07,-8.28,-43.68,2017
43964,PE,PR,-8.28,-35.07,-24.89,-51.55,2017
919699,PE,RJ,-8.28,-35.07,-22.84,-43.15,2017
178003,PE,RN,-8.28,-35.07,-5.22,-36.52,2017
1851,PE,RO,-8.28,-35.07,-11.22,-62.8,2017
29458,PE,RS,-8.28,-35.07,-30.01,-51.22,2017
121536,PE,SE,-8.28,-35.07,-10.9,-37.07,2017
2844441,PE,SP,-8.28,-35.07,-23.55,-46.64,2017
92602,PI,RJ,-8.28,-43.68,-22.84,-43.15,2017
372733,PI,SP,-8.28,-43.68,-23.55,-46.64,2017
1474576,PR,RJ,-24.89,-51.55,-22.84,-43.15,2017
3534,PR,RO,-24.89,-51.55,-11.22,-62.8,2017
676148,PR,RS,-24.89,-51.55,-30.01,-51.22,2017
10998,PR,SC,-24.89,-51.55,-27.33,-49.44,2017
327,PR,SE,-24.89,-51.55,-10.9,-37.07,2017
5799212,PR,SP,-24.89,-51.55,-23.55,-46.64,2017
257,PR,TO,-24.89,-51.55,-10.25,-48.25,2017
412948,RJ,RN,-22.84,-43.15,-5.22,-36.52,2017
816,RJ,RO,-22.84,-43.15,-11.22,-62.8,2017
4308,RJ,RR,-22.84,-43.15,1.89,-61.22,2017
1289662,RJ,RS,-22.84,-43.15,-30.01,-51.22,2017
618947,RJ,SC,-22.84,-43.15,-27.33,-49.44,2017
181916,RJ,SE,-22.84,-43.15,-10.9,-37.07,2017
7989377,RJ,SP,-22.84,-43.15,-23.55,-46.64,2017
1284,RJ,TO,-22.84,-43.15,-10.25,-48.25,2017
1595,RN,RS,-5.22,-36.52,-30.01,-51.22,2017
998115,RN,SP,-5.22,-36.52,-23.55,-46.64,2017
48147,RO,SP,-11.22,-62.8,-23.55,-46.64,2017
17457,RR,SP,1.89,-61.22,-23.55,-46.64,2017
447936,RS,SC,-30.01,-51.22,-27.33,-49.44,2017
90,RS,SE,-30.01,-51.22,-10.9,-37.07,2017
4471723,RS,SP,-30.01,-51.22,-23.55,-46.64,2017
28,RS,TO,-30.01,-51.22,-10.25,-48.25,2017
4433680,SC,SP,-27.33,-49.44,-23.55,-46.64,2017
698232,SE,SP,-10.9,-37.07,-23.55,-46.64,2017
222445,SP,TO,-23.55,-46.64,-10.25,-48.25,2017
38501,AC,AM,-8.77,-70.55,-3.07,-61.66,2018
6008,AC,CE,-8.77,-70.55,-3.71,-38.54,2018
270673,AC,DF,-8.77,-70.55,-15.83,-47.86,2018
124,AC,MT,-8.77,-70.55,-12.64,-55.42,2018
31299,AC,RO,-8.77,-70.55,-11.22,-62.8,2018
3454,AC,SP,-8.77,-70.55,-23.55,-46.64,2018
97493,AL,BA,-9.71,-35.73,-12.96,-38.51,2018
114,AL,CE,-9.71,-35.73,-3.71,-38.54,2018
397409,AL,DF,-9.71,-35.73,-15.83,-47.86,2018
2559,AL,GO,-9.71,-35.73,-16.64,-49.31,2018
58886,AL,MG,-9.71,-35.73,-18.1,-44.38,2018
2514,AL,MT,-9.71,-35.73,-12.64,-55.42,2018
32,AL,PB,-9.71,-35.73,-7.06,-35.55,2018
113829,AL,PE,-9.71,-35.73,-8.28,-35.07,2018
2878,AL,PR,-9.71,-35.73,-24.89,-51.55,2018
240278,AL,RJ,-9.71,-35.73,-22.84,-43.15,2018
20082,AL,RS,-9.71,-35.73,-30.01,-51.22,2018
1200725,AL,SP,-9.71,-35.73,-23.55,-46.64,2018
208031,AM,CE,-3.07,-61.66,-3.71,-38.54,2018
527503,AM,DF,-3.07,-61.66,-15.83,-47.86,2018
441,AM,MA,-3.07,-61.66,-2.55,-44.3,2018
3754,AM,MG,-3.07,-61.66,-18.1,-44.38,2018
2537,AM,MT,-3.07,-61.66,-12.64,-55.42,2018
382412,AM,PA,-3.07,-61.66,-5.53,-52.29,2018
42129,AM,PE,-3.07,-61.66,-8.28,-35.07,2018
223045,AM,RJ,-3.07,-61.66,-22.84,-43.15,2018
195647,AM,RO,-3.07,-61.66,-11.22,-62.8,2018
81574,AM,RR,-3.07,-61.66,1.89,-61.22,2018
117,AM,RS,-3.07,-61.66,-30.01,-51.22,2018
704159,AM,SP,-3.07,-61.66,-23.55,-46.64,2018
531,AP,CE,1.41,-51.77,-3.71,-38.54,2018
137868,AP,DF,1.41,-51.77,-15.83,-47.86,2018
18593,AP,MG,1.41,-51.77,-18.1,-44.38,2018
380270,AP,PA,1.41,-51.77,-5.53,-52.29,2018
140,AP,PE,1.41,-51.77,-8.28,-35.07,2018
34,AP,RJ,1.41,-51.77,-22.84,-43.15,2018
12867,AP,SP,1.41,-51.77,-23.55,-46.64,2018
397365,BA,CE,-12.96,-38.51,-3.71,-38.54,2018
1089110,BA,DF,-12.96,-38.51,-15.83,-47.86,2018
100516,BA,ES,-12.96,-38.51,-19.19,-40.34,2018
80626,BA,GO,-12.96,-38.51,-16.64,-49.31,2018
2116,BA,MA,-12.96,-38.51,-2.55,-44.3,2018
1097869,BA,MG,-12.96,-38.51,-18.1,-44.38,2018
1446,BA,MS,-12.96,-38.51,-20.51,-54.54,2018
3232,BA,MT,-12.96,-38.51,-12.64,-55.42,2018
81,BA,PA,-12.96,-38.51,-5.53,-52.29,2018
29065,BA,PB,-12.96,-38.51,-7.06,-35.55,2018
700976,BA,PE,-12.96,-38.51,-8.28,-35.07,2018
97,BA,PI,-12.96,-38.51,-8.28,-43.68,2018
31817,BA,PR,-12.96,-38.51,-24.89,-51.55,2018
982476,BA,RJ,-12.96,-38.51,-22.84,-43.15,2018
78252,BA,RN,-12.96,-38.51,-5.22,-36.52,2018
48403,BA,RS,-12.96,-38.51,-30.01,-51.22,2018
2853,BA,SC,-12.96,-38.51,-27.33,-49.44,2018
68987,BA,SE,-12.96,-38.51,-10.9,-37.07,2018
4403938,BA,SP,-12.96,-38.51,-23.55,-46.64,2018
309,BA,TO,-12.96,-38.51,-10.25,-48.25,2018
832725,CE,DF,-3.71,-38.54,-15.83,-47.86,2018
33082,CE,ES,-3.71,-38.54,-19.19,-40.34,2018
9591,CE,GO,-3.71,-38.54,-16.64,-49.31,2018
253835,CE,MA,-3.71,-38.54,-2.55,-44.3,2018
145118,CE,MG,-3.71,-38.54,-18.1,-44.38,2018
5934,CE,MT,-3.71,-38.54,-12.64,-55.42,2018
388831,CE,PA,-3.71,-38.54,-5.53,-52.29,2018
737635,CE,PE,-3.71,-38.54,-8.28,-35.07,2018
162654,CE,PI,-3.71,-38.54,-8.28,-43.68,2018
17235,CE,PR,-3.71,-38.54,-24.89,-51.55,2018
641149,CE,RJ,-3.71,-38.54,-22.84,-43.15,2018
225371,CE,RN,-3.71,-38.54,-5.22,-36.52,2018
1196,CE,RO,-3.71,-38.54,-11.22,-62.8,2018
19526,CE,RS,-3.71,-38.54,-30.01,-51.22,2018
360,CE,SE,-3.71,-38.54,-10.9,-37.07,2018
2412660,CE,SP,-3.71,-38.54,-23.55,-46.64,2018
156602,DF,ES,-15.83,-47.86,-19.19,-40.34,2018
350328,DF,GO,-15.83,-47.86,-16.64,-49.31,2018
467377,DF,MA,-15.83,-47.86,-2.55,-44.3,2018
948504,DF,MG,-15.83,-47.86,-18.1,-44.38,2018
270821,DF,MS,-15.83,-47.86,-20.51,-54.54,2018
575885,DF,MT,-15.83,-47.86,-12.64,-55.42,2018
777445,DF,PA,-15.83,-47.86,-5.53,-52.29,2018
346561,DF,PB,-15.83,-47.86,-7.06,-35.55,2018
671700,DF,PE,-15.83,-47.86,-8.28,-35.07,2018
387529,DF,PI,-15.83,-47.86,-8.28,-43.68,2018
539584,DF,PR,-15.83,-47.86,-24.89,-51.55,2018
1881110,DF,RJ,-15.83,-47.86,-22.84,-43.15,2018
356643,DF,RN,-15.83,-47.86,-5.22,-36.52,2018
319795,DF,RO,-15.83,-47.86,-11.22,-62.8,2018
197953,DF,RR,-15.83,-47.86,1.89,-61.22,2018
673114,DF,RS,-15.83,-47.86,-30.01,-51.22,2018
210129,DF,SC,-15.83,-47.86,-27.33,-49.44,2018
189156,DF,SE,-15.83,-47.86,-10.9,-37.07,2018
4177661,DF,SP,-15.83,-47.86,-23.55,-46.64,2018
293323,DF,TO,-15.83,-47.86,-10.25,-48.25,2018
500,ES,GO,-19.19,-40.34,-16.64,-49.31,2018
100,ES,MA,-19.19,-40.34,-2.55,-44.3,2018
419198,ES,MG,-19.19,-40.34,-18.1,-44.38,2018
2496,ES,PE,-19.19,-40.34,-8.28,-35.07,2018
942,ES,PR,-19.19,-40.34,-24.89,-51.55,2018
786526,ES,RJ,-19.19,-40.34,-22.84,-43.15,2018
10,ES,RR,-19.19,-40.34,1.89,-61.22,2018
1238,ES,RS,-19.19,-40.34,-30.01,-51.22,2018
241,ES,SC,-19.19,-40.34,-27.33,-49.44,2018
1513358,ES,SP,-19.19,-40.34,-23.55,-46.64,2018
190913,GO,MG,-16.64,-49.31,-18.1,-44.38,2018
101,GO,MS,-16.64,-49.31,-20.51,-54.54,2018
121692,GO,MT,-16.64,-49.31,-12.64,-55.42,2018
9536,GO,PA,-16.64,-49.31,-5.53,-52.29,2018
49755,GO,PE,-16.64,-49.31,-8.28,-35.07,2018
1964,GO,PR,-16.64,-49.31,-24.89,-51.55,2018
118176,GO,RJ,-16.64,-49.31,-22.84,-43.15,2018
5088,GO,RN,-16.64,-49.31,-5.22,-36.52,2018
18,GO,RO,-16.64,-49.31,-11.22,-62.8,2018
2242,GO,RS,-16.64,-49.31,-30.01,-51.22,2018
2155037,GO,SP,-16.64,-49.31,-23.55,-46.64,2018
131476,GO,TO,-16.64,-49.31,-10.25,-48.25,2018
75911,MA,MG,-2.55,-44.3,-18.1,-44.38,2018
68,MA,MT,-2.55,-44.3,-12.64,-55.42,2018
108535,MA,PA,-2.55,-44.3,-5.53,-52.29,2018
10,MA,PB,-2.55,-44.3,-7.06,-35.55,2018
124138,MA,PE,-2.55,-44.3,-8.28,-35.07,2018
29481,MA,PI,-2.55,-44.3,-8.28,-43.68,2018
218,MA,PR,-2.55,-44.3,-24.89,-51.55,2018
162832,MA,RJ,-2.55,-44.3,-22.84,-43.15,2018
25,MA,RN,-2.55,-44.3,-5.22,-36.52,2018
81,MA,RS,-2.55,-44.3,-30.01,-51.22,2018
434377,MA,SP,-2.55,-44.3,-23.55,-46.64,2018
3192,MG,MS,-18.1,-44.38,-20.51,-54.54,2018
74383,MG,MT,-18.1,-44.38,-12.64,-55.42,2018
269967,MG,PA,-18.1,-44.38,-5.53,-52.29,2018
14787,MG,PB,-18.1,-44.38,-7.06,-35.55,2018
333590,MG,PE,-18.1,-44.38,-8.28,-35.07,2018
80410,MG,PR,-18.1,-44.38,-24.89,-51.55,2018
1219132,MG,RJ,-18.1,-44.38,-22.84,-43.15,2018
50762,MG,RN,-18.1,-44.38,-5.22,-36.52,2018
65743,MG,RO,-18.1,-44.38,-11.22,-62.8,2018
65847,MG,RS,-18.1,-44.38,-30.01,-51.22,2018
6972,MG,SC,-18.1,-44.38,-27.33,-49.44,2018
6194,MG,SE,-18.1,-44.38,-10.9,-37.07,2018
5052045,MG,SP,-18.1,-44.38,-23.55,-46.64,2018
8763,MG,TO,-18.1,-44.38,-10.25,-48.25,2018
115870,MS,MT,-20.51,-54.54,-12.64,-55.42,2018
40775,MS,PR,-20.51,-54.54,-24.89,-51.55,2018
2922,MS,RJ,-20.51,-54.54,-22.84,-43.15,2018
303,MS,RO,-20.51,-54.54,-11.22,-62.8,2018
4925,MS,RS,-20.51,-54.54,-30.01,-51.22,2018
121,MS,SC,-20.51,-54.54,-27.33,-49.44,2018
1245051,MS,SP,-20.51,-54.54,-23.55,-46.64,2018
