Number Passengers,airport_1,airport_2,start_lat,start_lon,end_lat,end_lon,Year
37330,AC,AM,-8.77,-70.55,-3.07,-61.66,2001
50722,AC,DF,-8.77,-70.55,-15.83,-47.86,2001
633,AC,GO,-8.77,-70.55,-16.64,-49.31,2001
188,AC,MG,-8.77,-70.55,-18.1,-44.38,2001
9,AC,MT,-8.77,-70.55,-12.64,-55.42,2001
18595,AC,RO,-8.77,-70.55,-11.22,-62.8,2001
16,AC,SC,-8.77,-70.55,-27.33,-49.44,2001
15183,AC,SP,-8.77,-70.55,-23.55,-46.64,2001
132571,AL,BA,-9.71,-35.73,-12.96,-38.51,2001
1470,AL,CE,-9.71,-35.73,-3.71,-38.54,2001
53037,AL,DF,-9.71,-35.73,-15.83,-47.86,2001
1744,AL,ES,-9.71,-35.73,-19.19,-40.34,2001
1766,AL,GO,-9.71,-35.73,-16.64,-49.31,2001
11775,AL,MG,-9.71,-35.73,-18.1,-44.38,2001
985,AL,PB,-9.71,-35.73,-7.06,-35.55,2001
101511,AL,PE,-9.71,-35.73,-8.28,-35.07,2001
2417,AL,PR,-9.71,-35.73,-24.89,-51.55,2001
32221,AL,RJ,-9.71,-35.73,-22.84,-43.15,2001
25482,AL,RN,-9.71,-35.73,-5.22,-36.52,2001
7647,AL,RS,-9.71,-35.73,-30.01,-51.22,2001
510,AL,SC,-9.71,-35.73,-27.33,-49.44,2001
14898,AL,SE,-9.71,-35.73,-10.9,-37.07,2001
151741,AL,SP,-9.71,-35.73,-23.55,-46.64,2001
962,AM,AP,-3.07,-61.66,1.41,-51.77,2001
3210,AM,BA,-3.07,-61.66,-12.96,-38.51,2001
73675,AM,CE,-3.07,-61.66,-3.71,-38.54,2001
187386,AM,DF,-3.07,-61.66,-15.83,-47.86,2001
219,AM,GO,-3.07,-61.66,-16.64,-49.31,2001
16083,AM,MA,-3.07,-61.66,-2.55,-44.3,2001
86,AM,MG,-3.07,-61.66,-18.1,-44.38,2001
164579,AM,PA,-3.07,-61.66,-5.53,-52.29,2001
102,AM,PB,-3.07,-61.66,-7.06,-35.55,2001
20256,AM,PE,-3.07,-61.66,-8.28,-35.07,2001
3264,AM,PI,-3.07,-61.66,-8.28,-43.68,2001
574,AM,PR,-3.07,-61.66,-24.89,-51.55,2001
78282,AM,RJ,-3.07,-61.66,-22.84,-43.15,2001
147,AM,RN,-3.07,-61.66,-5.22,-36.52,2001
65923,AM,RO,-3.07,-61.66,-11.22,-62.8,2001
62090,AM,RR,-3.07,-61.66,1.89,-61.22,2001
2142,AM,RS,-3.07,-61.66,-30.01,-51.22,2001
308,AM,SC,-3.07,-61.66,-27.33,-49.44,2001
249977,AM,SP,-3.07,-61.66,-23.55,-46.64,2001
20857,AP,DF,1.41,-51.77,-15.83,-47.86,2001
10,AP,GO,1.41,-51.77,-16.64,-49.31,2001
1,AP,MA,1.41,-51.77,-2.55,-44.3,2001
672,AP,MG,1.41,-51.77,-18.1,-44.38,2001
174888,AP,PA,1.41,-51.77,-5.53,-52.29,2001
99,AP,PR,1.41,-51.77,-24.89,-51.55,2001
5386,AP,RJ,1.41,-51.77,-22.84,-43.15,2001
85,AP,RR,1.41,-51.77,1.89,-61.22,2001
11593,AP,SP,1.41,-51.77,-23.55,-46.64,2001
12,AP,TO,1.41,-51.77,-10.25,-48.25,2001
82747,BA,CE,-12.96,-38.51,-3.71,-38.54,2001
289141,BA,DF,-12.96,-38.51,-15.83,-47.86,2001
36458,BA,ES,-12.96,-38.51,-19.19,-40.34,2001
18102,BA,GO,-12.96,-38.51,-16.64,-49.31,2001
2433,BA,MA,-12.96,-38.51,-2.55,-44.3,2001
224784,BA,MG,-12.96,-38.51,-18.1,-44.38,2001
2442,BA,MT,-12.96,-38.51,-12.64,-55.42,2001
3410,BA,PA,-12.96,-38.51,-5.53,-52.29,2001
31636,BA,PB,-12.96,-38.51,-7.06,-35.55,2001
306854,BA,PE,-12.96,-38.51,-8.28,-35.07,2001
2161,BA,PI,-12.96,-38.51,-8.28,-43.68,2001
20529,BA,PR,-12.96,-38.51,-24.89,-51.55,2001
527709,BA,RJ,-12.96,-38.51,-22.84,-43.15,2001
79238,BA,RN,-12.96,-38.51,-5.22,-36.52,2001
63249,BA,RS,-12.96,-38.51,-30.01,-51.22,2001
6325,BA,SC,-12.96,-38.51,-27.33,-49.44,2001
128033,BA,SE,-12.96,-38.51,-10.9,-37.07,2001
1510158,BA,SP,-12.96,-38.51,-23.55,-46.64,2001
460,BA,TO,-12.96,-38.51,-10.25,-48.25,2001
231623,CE,DF,-3.71,-38.54,-15.83,-47.86,2001
264,CE,ES,-3.71,-38.54,-19.19,-40.34,2001
7201,CE,GO,-3.71,-38.54,-16.64,-49.31,2001
67234,CE,MA,-3.71,-38.54,-2.55,-44.3,2001
21312,CE,MG,-3.71,-38.54,-18.1,-44.38,2001
1816,CE,MT,-3.71,-38.54,-12.64,-55.42,2001
72799,CE,PA,-3.71,-38.54,-5.53,-52.29,2001
249,CE,PB,-3.71,-38.54,-7.06,-35.55,2001
243136,CE,PE,-3.71,-38.54,-8.28,-35.07,2001
64287,CE,PI,-3.71,-38.54,-8.28,-43.68,2001
13313,CE,PR,-3.71,-38.54,-24.89,-51.55,2001
134135,CE,RJ,-3.71,-38.54,-22.84,-43.15,2001
151514,CE,RN,-3.71,-38.54,-5.22,-36.52,2001
1733,CE,RO,-3.71,-38.54,-11.22,-62.8,2001
24138,CE,RS,-3.71,-38.54,-30.01,-51.22,2001
3115,CE,SC,-3.71,-38.54,-27.33,-49.44,2001
513256,CE,SP,-3.71,-38.54,-23.55,-46.64,2001
33299,DF,ES,-15.83,-47.86,-19.19,-40.34,2001
264970,DF,GO,-15.83,-47.86,-16.64,-49.31,2001
156497,DF,MA,-15.83,-47.86,-2.55,-44.3,2001
384802,DF,MG,-15.83,-47.86,-18.1,-44.38,2001
48405,DF,MS,-15.83,-47.86,-20.51,-54.54,2001
133727,DF,MT,-15.83,-47.86,-12.64,-55.42,2001
248258,DF,PA,-15.83,-47.86,-5.53,-52.29,2001
38004,DF,PB,-15.83,-47.86,-7.06,-35.55,2001
187388,DF,PE,-15.83,-47.86,-8.28,-35.07,2001
109625,DF,PI,-15.83,-47.86,-8.28,-43.68,2001
98546,DF,PR,-15.83,-47.86,-24.89,-51.55,2001
868195,DF,RJ,-15.83,-47.86,-22.84,-43.15,2001
70873,DF,RN,-15.83,-47.86,-5.22,-36.52,2001
80818,DF,RO,-15.83,-47.86,-11.22,-62.8,2001
22664,DF,RR,-15.83,-47.86,1.89,-61.22,2001
112387,DF,RS,-15.83,-47.86,-30.01,-51.22,2001
38791,DF,SC,-15.83,-47.86,-27.33,-49.44,2001
29440,DF,SE,-15.83,-47.86,-10.9,-37.07,2001
1481505,DF,SP,-15.83,-47.86,-23.55,-46.64,2001
107864,DF,TO,-15.83,-47.86,-10.25,-48.25,2001
8,ES,GO,-19.19,-40.34,-16.64,-49.31,2001
107,ES,MA,-19.19,-40.34,-2.55,-44.3,2001
180058,ES,MG,-19.19,-40.34,-18.1,-44.38,2001
415,ES,MS,-19.19,-40.34,-20.51,-54.54,2001
562,ES,MT,-19.19,-40.34,-12.64,-55.42,2001
896,ES,PB,-19.19,-40.34,-7.06,-35.55,2001
301,ES,PE,-19.19,-40.34,-8.28,-35.07,2001
104,ES,PR,-19.19,-40.34,-24.89,-51.55,2001
306909,ES,RJ,-19.19,-40.34,-22.84,-43.15,2001
2111,ES,RN,-19.19,-40.34,-5.22,-36.52,2001
1017,ES,RS,-19.19,-40.34,-30.01,-51.22,2001
538,ES,SC,-19.19,-40.34,-27.33,-49.44,2001
762,ES,SE,-19.19,-40.34,-10.9,-37.07,2001
355732,ES,SP,-19.19,-40.34,-23.55,-46.64,2001
5292,GO,MA,-16.64,-49.31,-2.55,-44.3,2001
34198,GO,MG,-16.64,-49.31,-18.1,-44.38,2001
14116,GO,MS,-16.64,-49.31,-20.51,-54.54,2001
18818,GO,MT,-16.64,-49.31,-12.64,-55.42,2001
1985,GO,PA,-16.64,-49.31,-5.53,-52.29,2001
846,GO,PB,-16.64,-49.31,-7.06,-35.55,2001
8944,GO,PE,-16.64,-49.31,-8.28,-35.07,2001
2130,GO,PI,-16.64,-49.31,-8.28,-43.68,2001
1480,GO,PR,-16.64,-49.31,-24.89,-51.55,2001
28283,GO,RJ,-16.64,-49.31,-22.84,-43.15,2001
2450,GO,RN,-16.64,-49.31,-5.22,-36.52,2001
843,GO,RO,-16.64,-49.31,-11.22,-62.8,2001
2255,GO,RS,-16.64,-49.31,-30.01,-51.22,2001
82,GO,SC,-16.64,-49.31,-27.33,-49.44,2001
2464,GO,SE,-16.64,-49.31,-10.9,-37.07,2001
481563,GO,SP,-16.64,-49.31,-23.55,-46.64,2001
5792,GO,TO,-16.64,-49.31,-10.25,-48.25,2001
86,MA,MS,-2.55,-44.3,-20.51,-54.54,2001
53162,MA,PA,-2.55,-44.3,-5.53,-52.29,2001
31527,MA,PE,-2.55,-44.3,-8.28,-35.07,2001
28343,MA,PI,-2.55,-44.3,-8.28,-43.68,2001
1751,MA,PR,-2.55,-44.3,-24.89,-51.55,2001
22855,MA,RJ,-2.55,-44.3,-22.84,-43.15,2001
157,MA,RN,-2.55,-44.3,-5.22,-36.52,2001
484,MA,RS,-2.55,-44.3,-30.01,-51.22,2001
1,MA,SC,-2.55,-44.3,-27.33,-49.44,2001
28547,MA,SP,-2.55,-44.3,-23.55,-46.64,2001
963,MA,TO,-2.55,-44.3,-10.25,-48.25,2001
96,MG,MS,-18.1,-44.38,-20.51,-54.54,2001
9632,MG,PA,-18.1,-44.38,-5.53,-52.29,2001
970,MG,PB,-18.1,-44.38,-7.06,-35.55,2001
16241,MG,PE,-18.1,-44.38,-8.28,-35.07,2001
33360,MG,PR,-18.1,-44.38,-24.89,-51.55,2001
515646,MG,RJ,-18.1,-44.38,-22.84,-43.15,2001
15656,MG,RN,-18.1,-44.38,-5.22,-36.52,2001
299,MG,RO,-18.1,-44.38,-11.22,-62.8,2001
11027,MG,RS,-18.1,-44.38,-30.01,-51.22,2001
3119,MG,SC,-18.1,-44.38,-27.33,-49.44,2001
1825,MG,SE,-18.1,-44.38,-10.9,-37.07,2001
1670576,MG,SP,-18.1,-44.38,-23.55,-46.64,2001
30,MG,TO,-18.1,-44.38,-10.25,-48.25,2001
50037,MS,MT,-20.51,-54.54,-12.64,-55.42,2001
4,MS,PA,-20.51,-54.54,-5.53,-52.29,2001
16313,MS,PR,-20.51,-54.54,-24.89,-51.55,2001
17549,MS,RJ,-20.51,-54.54,-22.84,-43.15,2001
28,MS,RO,-20.51,-54.54,-11.22,-62.8,2001
288813,MS,SP,-20.51,-54.54,-23.55,-46.64,2001
361,MS,TO,-20.51,-54.54,-10.25,-48.25,2001
2580,MT,PA,-12.64,-55.42,-5.53,-52.29,2001
441,MT,PB,-12.64,-55.42,-7.06,-35.55,2001
344,MT,PE,-12.64,-55.42,-8.28,-35.07,2001
691,MT,PI,-12.64,-55.42,-8.28,-43.68,2001
2951,MT,PR,-12.64,-55.42,-24.89,-51.55,2001
18962,MT,RJ,-12.64,-55.42,-22.84,-43.15,2001
25640,MT,RO,-12.64,-55.42,-11.22,-62.8,2001
343,MT,SE,-12.64,-55.42,-10.9,-37.07,2001
243869,MT,SP,-12.64,-55.42,-23.55,-46.64,2001
29,MT,TO,-12.64,-55.42,-10.25,-48.25,2001
31508,PA,PE,-5.53,-52.29,-8.28,-35.07,2001
5646,PA,PI,-5.53,-52.29,-8.28,-43.68,2001
2848,PA,PR,-5.53,-52.29,-24.89,-51.55,2001
54540,PA,RJ,-5.53,-52.29,-22.84,-43.15,2001
186,PA,RN,-5.53,-52.29,-5.22,-36.52,2001
1283,PA,RR,-5.53,-52.29,1.89,-61.22,2001
962,PA,RS,-5.53,-52.29,-30.01,-51.22,2001
1275,PA,SC,-5.53,-52.29,-27.33,-49.44,2001
122119,PA,SP,-5.53,-52.29,-23.55,-46.64,2001
9931,PA,TO,-5.53,-52.29,-10.25,-48.25,2001
106751,PB,PE,-7.06,-35.55,-8.28,-35.07,2001
346,PB,PR,-7.06,-35.55,-24.89,-51.55,2001
4615,PB,RJ,-7.06,-35.55,-22.84,-43.15,2001
4747,PB,RN,-7.06,-35.55,-5.22,-36.52,2001
217,PB,RS,-7.06,-35.55,-30.01,-51.22,2001
227,PB,SC,-7.06,-35.55,-27.33,-49.44,2001
5102,PB,SE,-7.06,-35.55,-10.9,-37.07,2001
53568,PB,SP,-7.06,-35.55,-23.55,-46.64,2001
25,PB,TO,-7.06,-35.55,-10.25,-48.25,2001
14208,PE,PI,-8.28,-35.07,-8.28,-43.68,2001
7450,PE,PR,-8.28,-35.07,-24.89,-51.55,2001
275827,PE,RJ,-8.28,-35.07,-22.84,-43.15,2001
215690,PE,RN,-8.28,-35.07,-5.22,-36.52,2001
25398,PE,RS,-8.28,-35.07,-30.01,-51.22,2001
1552,PE,SC,-8.28,-35.07,-27.33,-49.44,2001
53904,PE,SE,-8.28,-35.07,-10.9,-37.07,2001
683799,PE,SP,-8.28,-35.07,-23.55,-46.64,2001
9252,PI,RJ,-8.28,-43.68,-22.84,-43.15,2001
140,PI,RN,-8.28,-43.68,-5.22,-36.52,2001
463,PI,RO,-8.28,-43.68,-11.22,-62.8,2001
12920,PI,SP,-8.28,-43.68,-23.55,-46.64,2001
293672,PR,RJ,-24.89,-51.55,-22.84,-43.15,2001
3343,PR,RN,-24.89,-51.55,-5.22,-36.52,2001
390565,PR,RS,-24.89,-51.55,-30.01,-51.22,2001
69349,PR,SC,-24.89,-51.55,-27.33,-49.44,2001
2180930,PR,SP,-24.89,-51.55,-23.55,-46.64,2001
479,PR,TO,-24.89,-51.55,-10.25,-48.25,2001
79504,RJ,RN,-22.84,-43.15,-5.22,-36.52,2001
619,RJ,RO,-22.84,-43.15,-11.22,-62.8,2001
6961,RJ,RR,-22.84,-43.15,1.89,-61.22,2001
325965,RJ,RS,-22.84,-43.15,-30.01,-51.22,2001
84545,RJ,SC,-22.84,-43.15,-27.33,-49.44,2001
41016,RJ,SE,-22.84,-43.15,-10.9,-37.07,2001
4367609,RJ,SP,-22.84,-43.15,-23.55,-46.64,2001
251,RJ,TO,-22.84,-43.15,-10.25,-48.25,2001
7245,RN,RS,-5.22,-36.52,-30.01,-51.22,2001
158,RN,SC,-5.22,-36.52,-27.33,-49.44,2001
19,RN,SE,-5.22,-36.52,-10.9,-37.07,2001
192175,RN,SP,-5.22,-36.52,-23.55,-46.64,2001
12,RO,SC,-11.22,-62.8,-27.33,-49.44,2001
37854,RO,SP,-11.22,-62.8,-23.55,-46.64,2001
215449,RS,SC,-30.01,-51.22,-27.33,-49.44,2001
1134,RS,SE,-30.01,-51.22,-10.9,-37.07,2001
1360335,RS,SP,-30.01,-51.22,-23.55,-46.64,2001
1174487,SC,SP,-27.33,-49.44,-23.55,-46.64,2001
19634,SE,SP,-10.9,-37.07,-23.55,-46.64,2001
2540,SP,TO,-23.55,-46.64,-10.25,-48.25,2001
36968,AC,AM,-8.77,-70.55,-3.07,-61.66,2002
40731,AC,DF,-8.77,-70.55,-15.83,-47.86,2002
2904,AC,GO,-8.77,-70.55,-16.64,-49.31,2002
458,AC,MG,-8.77,-70.55,-18.1,-44.38,2002
13215,AC,RO,-8.77,-70.55,-11.22,-62.8,2002
13,AC,RR,-8.77,-70.55,1.89,-61.22,2002
38,AC,RS,-8.77,-70.55,-30.01,-51.22,2002
151,AC,SC,-8.77,-70.55,-27.33,-49.44,2002
11820,AC,SP,-8.77,-70.55,-23.55,-46.64,2002
118219,AL,BA,-9.71,-35.73,-12.96,-38.51,2002
1375,AL,CE,-9.71,-35.73,-3.71,-38.54,2002
50625,AL,DF,-9.71,-35.73,-15.83,-47.86,2002
2296,AL,ES,-9.71,-35.73,-19.19,-40.34,2002
193,AL,GO,-9.71,-35.73,-16.64,-49.31,2002
7,AL,MA,-9.71,-35.73,-2.55,-44.3,2002
10938,AL,MG,-9.71,-35.73,-18.1,-44.38,2002
10,AL,PA,-9.71,-35.73,-5.53,-52.29,2002
82809,AL,PE,-9.71,-35.73,-8.28,-35.07,2002
410,AL,PR,-9.71,-35.73,-24.89,-51.55,2002
35993,AL,RJ,-9.71,-35.73,-22.84,-43.15,2002
19501,AL,RN,-9.71,-35.73,-5.22,-36.52,2002
5295,AL,RS,-9.71,-35.73,-30.01,-51.22,2002
5,AL,SC,-9.71,-35.73,-27.33,-49.44,2002
13408,AL,SE,-9.71,-35.73,-10.9,-37.07,2002
132221,AL,SP,-9.71,-35.73,-23.55,-46.64,2002
1054,AM,AP,-3.07,-61.66,1.41,-51.77,2002
2687,AM,BA,-3.07,-61.66,-12.96,-38.51,2002
49883,AM,CE,-3.07,-61.66,-3.71,-38.54,2002
203895,AM,DF,-3.07,-61.66,-15.83,-47.86,2002
784,AM,GO,-3.07,-61.66,-16.64,-49.31,2002
14015,AM,MA,-3.07,-61.66,-2.55,-44.3,2002
278,AM,MG,-3.07,-61.66,-18.1,-44.38,2002
4,AM,MT,-3.07,-61.66,-12.64,-55.42,2002
149542,AM,PA,-3.07,-61.66,-5.53,-52.29,2002
14509,AM,PE,-3.07,-61.66,-8.28,-35.07,2002
2917,AM,PI,-3.07,-61.66,-8.28,-43.68,2002
54,AM,PR,-3.07,-61.66,-24.89,-51.55,2002
78797,AM,RJ,-3.07,-61.66,-22.84,-43.15,2002
16,AM,RN,-3.07,-61.66,-5.22,-36.52,2002
56957,AM,RO,-3.07,-61.66,-11.22,-62.8,2002
59137,AM,RR,-3.07,-61.66,1.89,-61.22,2002
2398,AM,RS,-3.07,-61.66,-30.01,-51.22,2002
26,AM,SC,-3.07,-61.66,-27.33,-49.44,2002
250933,AM,SP,-3.07,-61.66,-23.55,-46.64,2002
36434,AP,DF,1.41,-51.77,-15.83,-47.86,2002
315,AP,MG,1.41,-51.77,-18.1,-44.38,2002
211184,AP,PA,1.41,-51.77,-5.53,-52.29,2002
3885,AP,PR,1.41,-51.77,-24.89,-51.55,2002
4552,AP,RJ,1.41,-51.77,-22.84,-43.15,2002
3,AP,RR,1.41,-51.77,1.89,-61.22,2002
384,AP,RS,1.41,-51.77,-30.01,-51.22,2002
16076,AP,SP,1.41,-51.77,-23.55,-46.64,2002
123083,BA,CE,-12.96,-38.51,-3.71,-38.54,2002
310091,BA,DF,-12.96,-38.51,-15.83,-47.86,2002
42457,BA,ES,-12.96,-38.51,-19.19,-40.34,2002
16128,BA,GO,-12.96,-38.51,-16.64,-49.31,2002
4874,BA,MA,-12.96,-38.51,-2.55,-44.3,2002
215218,BA,MG,-12.96,-38.51,-18.1,-44.38,2002
2020,BA,MT,-12.96,-38.51,-12.64,-55.42,2002
6127,BA,PA,-12.96,-38.51,-5.53,-52.29,2002
17888,BA,PB,-12.96,-38.51,-7.06,-35.55,2002
346516,BA,PE,-12.96,-38.51,-8.28,-35.07,2002
1926,BA,PI,-12.96,-38.51,-8.28,-43.68,2002
24785,BA,PR,-12.96,-38.51,-24.89,-51.55,2002
560979,BA,RJ,-12.96,-38.51,-22.84,-43.15,2002
74118,BA,RN,-12.96,-38.51,-5.22,-36.52,2002
60340,BA,RS,-12.96,-38.51,-30.01,-51.22,2002
8766,BA,SC,-12.96,-38.51,-27.33,-49.44,2002
132492,BA,SE,-12.96,-38.51,-10.9,-37.07,2002
1408612,BA,SP,-12.96,-38.51,-23.55,-46.64,2002
242117,CE,DF,-3.71,-38.54,-15.83,-47.86,2002
156,CE,ES,-3.71,-38.54,-19.19,-40.34,2002
4625,CE,GO,-3.71,-38.54,-16.64,-49.31,2002
63482,CE,MA,-3.71,-38.54,-2.55,-44.3,2002
13006,CE,MG,-3.71,-38.54,-18.1,-44.38,2002
1,CE,MS,-3.71,-38.54,-20.51,-54.54,2002
1366,CE,MT,-3.71,-38.54,-12.64,-55.42,2002
65336,CE,PA,-3.71,-38.54,-5.53,-52.29,2002
141,CE,PB,-3.71,-38.54,-7.06,-35.55,2002
258150,CE,PE,-3.71,-38.54,-8.28,-35.07,2002
63135,CE,PI,-3.71,-38.54,-8.28,-43.68,2002
7579,CE,PR,-3.71,-38.54,-24.89,-51.55,2002
147990,CE,RJ,-3.71,-38.54,-22.84,-43.15,2002
92112,CE,RN,-3.71,-38.54,-5.22,-36.52,2002
1812,CE,RO,-3.71,-38.54,-11.22,-62.8,2002
19953,CE,RS,-3.71,-38.54,-30.01,-51.22,2002
6594,CE,SC,-3.71,-38.54,-27.33,-49.44,2002
71,CE,SE,-3.71,-38.54,-10.9,-37.07,2002
513687,CE,SP,-3.71,-38.54,-23.55,-46.64,2002
36606,DF,ES,-15.83,-47.86,-19.19,-40.34,2002
236073,DF,GO,-15.83,-47.86,-16.64,-49.31,2002
167800,DF,MA,-15.83,-47.86,-2.55,-44.3,2002
471213,DF,MG,-15.83,-47.86,-18.1,-44.38,2002
50721,DF,MS,-15.83,-47.86,-20.51,-54.54,2002
142249,DF,MT,-15.83,-47.86,-12.64,-55.42,2002
283609,DF,PA,-15.83,-47.86,-5.53,-52.29,2002
34675,DF,PB,-15.83,-47.86,-7.06,-35.55,2002
224668,DF,PE,-15.83,-47.86,-8.28,-35.07,2002
103257,DF,PI,-15.83,-47.86,-8.28,-43.68,2002
131844,DF,PR,-15.83,-47.86,-24.89,-51.55,2002
989244,DF,RJ,-15.83,-47.86,-22.84,-43.15,2002
84510,DF,RN,-15.83,-47.86,-5.22,-36.52,2002
72936,DF,RO,-15.83,-47.86,-11.22,-62.8,2002
23419,DF,RR,-15.83,-47.86,1.89,-61.22,2002
154568,DF,RS,-15.83,-47.86,-30.01,-51.22,2002
53729,DF,SC,-15.83,-47.86,-27.33,-49.44,2002
26283,DF,SE,-15.83,-47.86,-10.9,-37.07,2002
1531347,DF,SP,-15.83,-47.86,-23.55,-46.64,2002
103839,DF,TO,-15.83,-47.86,-10.25,-48.25,2002
60,ES,GO,-19.19,-40.34,-16.64,-49.31,2002
235311,ES,MG,-19.19,-40.34,-18.1,-44.38,2002
370,ES,PB,-19.19,-40.34,-7.06,-35.55,2002
2785,ES,PE,-19.19,-40.34,-8.28,-35.07,2002
52,ES,PI,-19.19,-40.34,-8.28,-43.68,2002
5578,ES,PR,-19.19,-40.34,-24.89,-51.55,2002
465520,ES,RJ,-19.19,-40.34,-22.84,-43.15,2002
2221,ES,RN,-19.19,-40.34,-5.22,-36.52,2002
284,ES,SC,-19.19,-40.34,-27.33,-49.44,2002
729,ES,SE,-19.19,-40.34,-10.9,-37.07,2002
411150,ES,SP,-19.19,-40.34,-23.55,-46.64,2002
33,ES,TO,-19.19,-40.34,-10.25,-48.25,2002
3295,GO,MA,-16.64,-49.31,-2.55,-44.3,2002
23577,GO,MG,-16.64,-49.31,-18.1,-44.38,2002
8679,GO,MS,-16.64,-49.31,-20.51,-54.54,2002
14035,GO,MT,-16.64,-49.31,-12.64,-55.42,2002
11,GO,PA,-16.64,-49.31,-5.53,-52.29,2002
713,GO,PB,-16.64,-49.31,-7.06,-35.55,2002
7859,GO,PE,-16.64,-49.31,-8.28,-35.07,2002
1308,GO,PI,-16.64,-49.31,-8.28,-43.68,2002
1223,GO,PR,-16.64,-49.31,-24.89,-51.55,2002
12406,GO,RJ,-16.64,-49.31,-22.84,-43.15,2002
620,GO,RN,-16.64,-49.31,-5.22,-36.52,2002
2162,GO,RO,-16.64,-49.31,-11.22,-62.8,2002
1,GO,RR,-16.64,-49.31,1.89,-61.22,2002
1645,GO,RS,-16.64,-49.31,-30.01,-51.22,2002
170,GO,SC,-16.64,-49.31,-27.33,-49.44,2002
1481,GO,SE,-16.64,-49.31,-10.9,-37.07,2002
504437,GO,SP,-16.64,-49.31,-23.55,-46.64,2002
10041,GO,TO,-16.64,-49.31,-10.25,-48.25,2002
3,MA,MS,-2.55,-44.3,-20.51,-54.54,2002
39642,MA,PA,-2.55,-44.3,-5.53,-52.29,2002
27171,MA,PE,-2.55,-44.3,-8.28,-35.07,2002
21066,MA,PI,-2.55,-44.3,-8.28,-43.68,2002
1609,MA,PR,-2.55,-44.3,-24.89,-51.55,2002
17989,MA,RJ,-2.55,-44.3,-22.84,-43.15,2002
220,MA,RN,-2.55,-44.3,-5.22,-36.52,2002
15425,MA,SP,-2.55,-44.3,-23.55,-46.64,2002
562,MA,TO,-2.55,-44.3,-10.25,-48.25,2002
2,MG,MS,-18.1,-44.38,-20.51,-54.54,2002
76,MG,MT,-18.1,-44.38,-12.64,-55.42,2002
5943,MG,PA,-18.1,-44.38,-5.53,-52.29,2002
900,MG,PB,-18.1,-44.38,-7.06,-35.55,2002
20378,MG,PE,-18.1,-44.38,-8.28,-35.07,2002
124,MG,PI,-18.1,-44.38,-8.28,-43.68,2002
32026,MG,PR,-18.1,-44.38,-24.89,-51.55,2002
601335,MG,RJ,-18.1,-44.38,-22.84,-43.15,2002
8834,MG,RN,-18.1,-44.38,-5.22,-36.52,2002
757,MG,RO,-18.1,-44.38,-11.22,-62.8,2002
9962,MG,RS,-18.1,-44.38,-30.01,-51.22,2002
2249,MG,SC,-18.1,-44.38,-27.33,-49.44,2002
2226,MG,SE,-18.1,-44.38,-10.9,-37.07,2002
1683870,MG,SP,-18.1,-44.38,-23.55,-46.64,2002
483,MG,TO,-18.1,-44.38,-10.25,-48.25,2002
108856,MS,MT,-20.51,-54.54,-12.64,-55.42,2002
514,MS,PE,-20.51,-54.54,-8.28,-35.07,2002
5,MS,PI,-20.51,-54.54,-8.28,-43.68,2002
11243,MS,PR,-20.51,-54.54,-24.89,-51.55,2002
6527,MS,RJ,-20.51,-54.54,-22.84,-43.15,2002
17,MS,RO,-20.51,-54.54,-11.22,-62.8,2002
528,MS,RS,-20.51,-54.54,-30.01,-51.22,2002
55,MS,SC,-20.51,-54.54,-27.33,-49.44,2002
354350,MS,SP,-20.51,-54.54,-23.55,-46.64,2002
205,MS,TO,-20.51,-54.54,-10.25,-48.25,2002
755,MT,PA,-12.64,-55.42,-5.53,-52.29,2002
364,MT,PB,-12.64,-55.42,-7.06,-35.55,2002
1015,MT,PE,-12.64,-55.42,-8.28,-35.07,2002
396,MT,PI,-12.64,-55.42,-8.28,-43.68,2002
11566,MT,PR,-12.64,-55.42,-24.89,-51.55,2002
4596,MT,RJ,-12.64,-55.42,-22.84,-43.15,2002
25877,MT,RO,-12.64,-55.42,-11.22,-62.8,2002
25,MT,SC,-12.64,-55.42,-27.33,-49.44,2002
288,MT,SE,-12.64,-55.42,-10.9,-37.07,2002
334986,MT,SP,-12.64,-55.42,-23.55,-46.64,2002
28072,PA,PE,-5.53,-52.29,-8.28,-35.07,2002
5045,PA,PI,-5.53,-52.29,-8.28,-43.68,2002
3364,PA,PR,-5.53,-52.29,-24.89,-51.55,2002
51188,PA,RJ,-5.53,-52.29,-22.84,-43.15,2002
65,PA,RN,-5.53,-52.29,-5.22,-36.52,2002
35,PA,RR,-5.53,-52.29,1.89,-61.22,2002
397,PA,RS,-5.53,-52.29,-30.01,-51.22,2002
1130,PA,SC,-5.53,-52.29,-27.33,-49.44,2002
150774,PA,SP,-5.53,-52.29,-23.55,-46.64,2002
613,PA,TO,-5.53,-52.29,-10.25,-48.25,2002
110147,PB,PE,-7.06,-35.55,-8.28,-35.07,2002
61,PB,PR,-7.06,-35.55,-24.89,-51.55,2002
4815,PB,RJ,-7.06,-35.55,-22.84,-43.15,2002
1814,PB,RN,-7.06,-35.55,-5.22,-36.52,2002
6,PB,RS,-7.06,-35.55,-30.01,-51.22,2002
4381,PB,SE,-7.06,-35.55,-10.9,-37.07,2002
46051,PB,SP,-7.06,-35.55,-23.55,-46.64,2002
12319,PE,PI,-8.28,-35.07,-8.28,-43.68,2002
9147,PE,PR,-8.28,-35.07,-24.89,-51.55,2002
